nom_ree;ear_data;ear_max_ree;ear_verif_ree_mwmes;ear_verif_ree_percentual
SUL;2017-01-17;20100.0;14036.0;69.83
TELES PIRES;2017-01-17;0.0;0.0;0.0
BELO MONTE;2017-01-18;22.0;4.0;18.18
ITAIPU;2017-01-18;0.0;0.0;0.0
MADEIRA;2017-01-18;290.0;117.0;40.34
NORDESTE;2017-01-18;51809.0;8671.0;16.74
NORTE;2017-01-18;15018.0;3149.0;20.97
PARANA;2017-01-18;152257.0;57862.0;38.0
SUDESTE;2017-01-18;50796.0;10779.0;21.22
SUL;2017-01-18;20100.0;13872.0;69.01
TELES PIRES;2017-01-18;0.0;0.0;0.0
BELO MONTE;2017-01-19;22.0;4.0;18.18
ITAIPU;2017-01-19;0.0;0.0;0.0
MADEIRA;2017-01-19;290.0;118.0;40.69
NORDESTE;2017-01-19;51809.0;8653.0;16.7
NORTE;2017-01-19;15018.0;3203.0;21.33
PARANA;2017-01-19;152257.0;58441.0;38.38
SUDESTE;2017-01-19;50796.0;10831.0;21.32
SUL;2017-01-19;20100.0;13707.0;68.19
TELES PIRES;2017-01-19;0.0;0.0;0.0
BELO MONTE;2017-01-20;22.0;4.0;18.18
ITAIPU;2017-01-20;0.0;0.0;0.0
MADEIRA;2017-01-20;290.0;122.0;42.07
NORDESTE;2017-01-20;51809.0;8653.0;16.7
NORTE;2017-01-20;15018.0;3187.0;21.22
PARANA;2017-01-20;152257.0;59150.0;38.85
SUDESTE;2017-01-20;50796.0;10879.0;21.42
SUL;2017-01-20;20100.0;13550.0;67.41
TELES PIRES;2017-01-20;0.0;0.0;0.0
BELO MONTE;2017-01-21;22.0;4.0;18.18
ITAIPU;2017-01-21;0.0;0.0;0.0
MADEIRA;2017-01-21;290.0;125.0;43.1
NORDESTE;2017-01-21;51809.0;8686.0;16.77
NORTE;2017-01-21;15018.0;3227.0;21.49
PARANA;2017-01-21;152257.0;59928.0;39.36
SUDESTE;2017-01-21;50796.0;10939.0;21.54
SUL;2017-01-21;20100.0;13432.0;66.83
TELES PIRES;2017-01-21;0.0;0.0;0.0
BELO MONTE;2017-01-22;22.0;4.0;18.18
ITAIPU;2017-01-22;0.0;0.0;0.0
MADEIRA;2017-01-22;290.0;128.0;44.14
NORDESTE;2017-01-22;51809.0;8706.0;16.8
NORTE;2017-01-22;15018.0;3309.0;22.03
PARANA;2017-01-22;152257.0;60715.0;39.88
SUDESTE;2017-01-22;50796.0;11019.0;21.69
SUL;2017-01-22;20100.0;13368.0;66.51
TELES PIRES;2017-01-22;0.0;0.0;0.0
BELO MONTE;2017-01-23;22.0;4.0;18.18
ITAIPU;2017-01-23;0.0;0.0;0.0
MADEIRA;2017-01-23;290.0;131.0;45.17
NORDESTE;2017-01-23;51809.0;8731.0;16.85
NORTE;2017-01-23;15018.0;3351.0;22.31
PARANA;2017-01-23;152257.0;61156.0;40.17
SUDESTE;2017-01-23;50796.0;11054.0;21.76
SUL;2017-01-23;20100.0;13186.0;65.6
TELES PIRES;2017-01-23;0.0;0.0;0.0
BELO MONTE;2017-01-24;22.0;4.0;18.18
ITAIPU;2017-01-24;0.0;0.0;0.0
MADEIRA;2017-01-24;290.0;133.0;45.86
NORDESTE;2017-01-24;51809.0;8690.0;16.77
NORTE;2017-01-24;15018.0;3378.0;22.49
PARANA;2017-01-24;152257.0;61475.0;40.38
SUDESTE;2017-01-24;50796.0;11066.0;21.79
SUL;2017-01-24;20100.0;12952.0;64.44
TELES PIRES;2017-01-24;0.0;0.0;0.0
BELO MONTE;2017-01-25;22.0;5.0;22.73
ITAIPU;2017-01-25;0.0;0.0;0.0
MADEIRA;2017-01-25;290.0;135.0;46.55
NORDESTE;2017-01-25;51809.0;8696.0;16.78
NORTE;2017-01-25;15018.0;3412.0;22.72
PARANA;2017-01-25;152257.0;61945.0;40.68
SUDESTE;2017-01-25;50796.0;11089.0;21.83
SUL;2017-01-25;20100.0;12765.0;63.51
TELES PIRES;2017-01-25;0.0;0.0;0.0
BELO MONTE;2017-01-26;22.0;5.0;22.73
ITAIPU;2017-01-26;0.0;0.0;0.0
MADEIRA;2017-01-26;290.0;135.0;46.55
NORDESTE;2017-01-26;51809.0;8659.0;16.71
NORTE;2017-01-26;15018.0;3414.0;22.73
PARANA;2017-01-26;152257.0;62498.0;41.05
SUDESTE;2017-01-26;50796.0;11116.0;21.88
SUL;2017-01-26;20100.0;12590.0;62.64
TELES PIRES;2017-01-26;0.0;0.0;0.0
BELO MONTE;2017-01-27;22.0;5.0;22.73
ITAIPU;2017-01-27;0.0;0.0;0.0
MADEIRA;2017-01-27;290.0;136.0;46.9
NORDESTE;2017-01-27;51809.0;8634.0;16.67
NORTE;2017-01-27;15018.0;3411.0;22.71
PARANA;2017-01-27;152257.0;63036.0;41.4
SUDESTE;2017-01-27;50796.0;11128.0;21.91
SUL;2017-01-27;20100.0;12433.0;61.86
TELES PIRES;2017-01-27;0.0;0.0;0.0
BELO MONTE;2017-01-28;22.0;5.0;22.73
ITAIPU;2017-01-28;0.0;0.0;0.0
MADEIRA;2017-01-28;290.0;137.0;47.24
NORDESTE;2017-01-28;51809.0;8684.0;16.76
NORTE;2017-01-28;15018.0;3490.0;23.24
PARANA;2017-01-28;152257.0;63658.0;41.81
SUDESTE;2017-01-28;50796.0;11143.0;21.94
SUL;2017-01-28;20100.0;12385.0;61.62
TELES PIRES;2017-01-28;0.0;0.0;0.0
BELO MONTE;2017-01-29;22.0;6.0;27.27
ITAIPU;2017-01-29;0.0;0.0;0.0
MADEIRA;2017-01-29;290.0;139.0;47.93
NORDESTE;2017-01-29;51809.0;8732.0;16.85
NORTE;2017-01-29;15018.0;3583.0;23.86
PARANA;2017-01-29;152257.0;64216.0;42.18
SUDESTE;2017-01-29;50796.0;11134.0;21.92
SUL;2017-01-29;20100.0;12410.0;61.74
TELES PIRES;2017-01-29;0.0;0.0;0.0
BELO MONTE;2017-01-30;22.0;6.0;27.27
ITAIPU;2017-01-30;0.0;0.0;0.0
MADEIRA;2017-01-30;290.0;141.0;48.62
NORDESTE;2017-01-30;51809.0;8816.0;17.02
NORTE;2017-01-30;15018.0;3630.0;24.17
PARANA;2017-01-30;152257.0;64494.0;42.36
SUDESTE;2017-01-30;50796.0;11128.0;21.91
SUL;2017-01-30;20100.0;12291.0;61.15
TELES PIRES;2017-01-30;0.0;0.0;0.0
BELO MONTE;2017-01-31;22.0;7.0;31.82
ITAIPU;2017-01-31;0.0;0.0;0.0
MADEIRA;2017-01-31;290.0;146.0;50.34
NORDESTE;2017-01-31;51809.0;8899.0;17.18
NORTE;2017-01-31;15018.0;3651.0;24.31
PARANA;2017-01-31;152257.0;64629.0;42.45
SUDESTE;2017-01-31;50796.0;11135.0;21.92
SUL;2017-01-31;20100.0;12147.0;60.43
TELES PIRES;2017-01-31;0.0;0.0;0.0
BELO MONTE;2017-02-01;22.0;7.0;31.82
ITAIPU;2017-02-01;0.0;0.0;0.0
MADEIRA;2017-02-01;290.0;149.0;51.38
NORDESTE;2017-02-01;51809.0;8977.0;17.33
NORTE;2017-02-01;15018.0;3675.0;24.47
PARANA;2017-02-01;152257.0;64947.0;42.66
SUDESTE;2017-02-01;50796.0;11161.0;21.97
SUL;2017-02-01;20100.0;12015.0;59.78
TELES PIRES;2017-02-01;0.0;0.0;0.0
BELO MONTE;2017-02-02;22.0;7.0;31.82
ITAIPU;2017-02-02;0.0;0.0;0.0
MADEIRA;2017-02-02;290.0;152.0;52.41
NORDESTE;2017-02-02;51809.0;9057.0;17.48
NORTE;2017-02-02;15018.0;3673.0;24.46
PARANA;2017-02-02;152257.0;65224.0;42.84
SUDESTE;2017-02-02;50796.0;11180.0;22.01
SUL;2017-02-02;20100.0;11907.0;59.24
TELES PIRES;2017-02-02;0.0;0.0;0.0
BELO MONTE;2017-02-03;22.0;8.0;36.36
ITAIPU;2017-02-03;0.0;0.0;0.0
MADEIRA;2017-02-03;290.0;155.0;53.45
NORDESTE;2017-02-03;51809.0;9135.0;17.63
NORTE;2017-02-03;15018.0;3671.0;24.44
PARANA;2017-02-03;152257.0;65331.0;42.91
SUDESTE;2017-02-03;50796.0;11185.0;22.02
SUL;2017-02-03;20100.0;11787.0;58.64
TELES PIRES;2017-02-03;0.0;0.0;0.0
BELO MONTE;2017-02-04;22.0;8.0;36.36
ITAIPU;2017-02-04;0.0;0.0;0.0
MADEIRA;2017-02-04;290.0;157.0;54.14
NORDESTE;2017-02-04;51809.0;9203.0;17.76
NORTE;2017-02-04;15018.0;3683.0;24.52
PARANA;2017-02-04;152257.0;65893.0;43.28
SUDESTE;2017-02-04;50796.0;11209.0;22.07
SUL;2017-02-04;20100.0;11746.0;58.44
TELES PIRES;2017-02-04;0.0;0.0;0.0
BELO MONTE;2017-02-05;22.0;9.0;40.91
ITAIPU;2017-02-05;0.0;0.0;0.0
MADEIRA;2017-02-05;290.0;160.0;55.17
NORDESTE;2017-02-05;51809.0;9279.0;17.91
NORTE;2017-02-05;15018.0;3747.0;24.95
PARANA;2017-02-05;152257.0;66515.0;43.69
SUDESTE;2017-02-05;50796.0;11239.0;22.13
SUL;2017-02-05;20100.0;11800.0;58.71
TELES PIRES;2017-02-05;0.0;0.0;0.0
BELO MONTE;2017-02-06;22.0;10.0;45.45
ITAIPU;2017-02-06;0.0;0.0;0.0
MADEIRA;2017-02-06;290.0;161.0;55.52
NORDESTE;2017-02-06;51809.0;9350.0;18.05
NORTE;2017-02-06;15018.0;3754.0;25.0
PARANA;2017-02-06;152257.0;66770.0;43.85
SUDESTE;2017-02-06;50796.0;11290.0;22.23
SUL;2017-02-06;20100.0;11692.0;58.17
TELES PIRES;2017-02-06;0.0;0.0;0.0
BELO MONTE;2017-02-07;22.0;11.0;50.0
ITAIPU;2017-02-07;0.0;0.0;0.0
MADEIRA;2017-02-07;290.0;162.0;55.86
NORDESTE;2017-02-07;51809.0;9419.0;18.18
NORTE;2017-02-07;15018.0;3745.0;24.94
PARANA;2017-02-07;152257.0;67164.0;44.11
SUDESTE;2017-02-07;50796.0;11354.0;22.35
SUL;2017-02-07;20100.0;11532.0;57.37
TELES PIRES;2017-02-07;0.0;0.0;0.0
BELO MONTE;2017-02-08;22.0;11.0;50.0
ITAIPU;2017-02-08;0.0;0.0;0.0
MADEIRA;2017-02-08;290.0;161.0;55.52
NORDESTE;2017-02-08;51809.0;9503.0;18.34
NORTE;2017-02-08;15018.0;3729.0;24.83
PARANA;2017-02-08;152257.0;67616.0;44.41
SUDESTE;2017-02-08;50796.0;11419.0;22.48
SUL;2017-02-08;20100.0;11382.0;56.63
TELES PIRES;2017-02-08;0.0;0.0;0.0
BELO MONTE;2017-02-09;22.0;11.0;50.0
ITAIPU;2017-02-09;0.0;0.0;0.0
MADEIRA;2017-02-09;290.0;163.0;56.21
NORDESTE;2017-02-09;51809.0;9554.0;18.44
NORTE;2017-02-09;15018.0;3761.0;25.04
PARANA;2017-02-09;152257.0;68065.0;44.7
SUDESTE;2017-02-09;50796.0;11506.0;22.65
SUL;2017-02-09;20100.0;11258.0;56.01
TELES PIRES;2017-02-09;0.0;0.0;0.0
BELO MONTE;2017-02-10;22.0;11.0;50.0
ITAIPU;2017-02-10;0.0;0.0;0.0
MADEIRA;2017-02-10;290.0;167.0;57.59
NORDESTE;2017-02-10;51809.0;9624.0;18.58
NORTE;2017-02-10;15018.0;3855.0;25.67
PARANA;2017-02-10;152257.0;68358.0;44.9
SUDESTE;2017-02-10;50796.0;11608.0;22.85
SUL;2017-02-10;20100.0;11140.0;55.42
TELES PIRES;2017-02-10;0.0;0.0;0.0
BELO MONTE;2017-02-11;22.0;12.0;54.55
ITAIPU;2017-02-11;0.0;0.0;0.0
MADEIRA;2017-02-11;290.0;171.0;58.97
NORDESTE;2017-02-11;51809.0;9662.0;18.65
NORTE;2017-02-11;15018.0;3996.0;26.61
PARANA;2017-02-11;152257.0;68654.0;45.09
SUDESTE;2017-02-11;50796.0;11699.0;23.03
SUL;2017-02-11;20100.0;11105.0;55.25
TELES PIRES;2017-02-11;0.0;0.0;0.0
BELO MONTE;2017-02-12;22.0;12.0;54.55
ITAIPU;2017-02-12;0.0;0.0;0.0
MADEIRA;2017-02-12;290.0;175.0;60.34
NORDESTE;2017-02-12;51809.0;9713.0;18.75
NORTE;2017-02-12;15018.0;4239.0;28.23
PARANA;2017-02-12;152257.0;68910.0;45.26
SUDESTE;2017-02-12;50796.0;11810.0;23.25
SUL;2017-02-12;20100.0;11138.0;55.41
TELES PIRES;2017-02-12;0.0;0.0;0.0
BELO MONTE;2017-02-13;22.0;12.0;54.55
ITAIPU;2017-02-13;0.0;0.0;0.0
MADEIRA;2017-02-13;290.0;179.0;61.72
NORDESTE;2017-02-13;51809.0;9747.0;18.81
NORTE;2017-02-13;15018.0;4416.0;29.4
PARANA;2017-02-13;152257.0;69155.0;45.42
SUDESTE;2017-02-13;50796.0;11889.0;23.41
SUL;2017-02-13;20100.0;11178.0;55.61
TELES PIRES;2017-02-13;0.0;0.0;0.0
BELO MONTE;2017-02-14;22.0;12.0;54.55
ITAIPU;2017-02-14;0.0;0.0;0.0
MADEIRA;2017-02-14;290.0;184.0;63.45
NORDESTE;2017-02-14;51809.0;9781.0;18.88
NORTE;2017-02-14;15018.0;4572.0;30.44
PARANA;2017-02-14;152257.0;69426.0;45.6
SUDESTE;2017-02-14;50796.0;11953.0;23.53
SUL;2017-02-14;20100.0;11257.0;56.0
TELES PIRES;2017-02-14;0.0;0.0;0.0
BELO MONTE;2017-02-15;22.0;13.0;59.09
ITAIPU;2017-02-15;0.0;0.0;0.0
MADEIRA;2017-02-15;290.0;190.0;65.52
NORDESTE;2017-02-15;51809.0;9807.0;18.93
NORTE;2017-02-15;15018.0;4752.0;31.64
PARANA;2017-02-15;152257.0;69645.0;45.74
SUDESTE;2017-02-15;50796.0;12008.0;23.64
SUL;2017-02-15;20100.0;11303.0;56.23
TELES PIRES;2017-02-15;0.0;0.0;0.0
BELO MONTE;2017-02-16;22.0;14.0;63.64
ITAIPU;2017-02-16;0.0;0.0;0.0
MADEIRA;2017-02-16;290.0;195.0;67.24
NORDESTE;2017-02-16;51809.0;9828.0;18.97
NORTE;2017-02-16;15018.0;4936.0;32.87
PARANA;2017-02-16;152257.0;69689.0;45.77
SUDESTE;2017-02-16;50796.0;12062.0;23.75
SUL;2017-02-16;20100.0;11292.0;56.18
TELES PIRES;2017-02-16;0.0;0.0;0.0
BELO MONTE;2017-02-17;22.0;14.0;63.64
ITAIPU;2017-02-17;0.0;0.0;0.0
MADEIRA;2017-02-17;290.0;200.0;68.97
NORDESTE;2017-02-17;51809.0;9862.0;19.04
NORTE;2017-02-17;15018.0;5109.0;34.02
PARANA;2017-02-17;152257.0;69608.0;45.72
SUDESTE;2017-02-17;50796.0;12089.0;23.8
SUL;2017-02-17;20100.0;11248.0;55.96
TELES PIRES;2017-02-17;0.0;0.0;0.0
BELO MONTE;2017-02-18;22.0;15.0;68.18
ITAIPU;2017-02-18;0.0;0.0;0.0
MADEIRA;2017-02-18;290.0;206.0;71.03
NORDESTE;2017-02-18;51809.0;9893.0;19.1
NORTE;2017-02-18;15018.0;5245.0;34.92
PARANA;2017-02-18;152257.0;69772.0;45.83
SUDESTE;2017-02-18;50796.0;12110.0;23.84
SUL;2017-02-18;20100.0;11289.0;56.16
TELES PIRES;2017-02-18;0.0;0.0;0.0
BELO MONTE;2017-02-19;22.0;15.0;68.18
ITAIPU;2017-02-19;0.0;0.0;0.0
MADEIRA;2017-02-19;290.0;211.0;72.76
NORDESTE;2017-02-19;51809.0;9935.0;19.18
NORTE;2017-02-19;15018.0;5431.0;36.16
PARANA;2017-02-19;152257.0;69875.0;45.89
SUDESTE;2017-02-19;50796.0;12128.0;23.88
SUL;2017-02-19;20100.0;11346.0;56.45
TELES PIRES;2017-02-19;0.0;0.0;0.0
BELO MONTE;2017-02-20;22.0;16.0;72.73
ITAIPU;2017-02-20;0.0;0.0;0.0
MADEIRA;2017-02-20;290.0;216.0;74.48
NORDESTE;2017-02-20;51809.0;9960.0;19.22
NORTE;2017-02-20;15018.0;5574.0;37.12
PARANA;2017-02-20;152257.0;69665.0;45.75
SUDESTE;2017-02-20;50796.0;12122.0;23.86
SUL;2017-02-20;20100.0;11234.0;55.89
TELES PIRES;2017-02-20;0.0;0.0;0.0
BELO MONTE;2017-02-21;22.0;16.0;72.73
ITAIPU;2017-02-21;0.0;0.0;0.0
MADEIRA;2017-02-21;290.0;220.0;75.86
NORDESTE;2017-02-21;51809.0;9966.0;19.24
NORTE;2017-02-21;15018.0;5726.0;38.13
PARANA;2017-02-21;152257.0;69563.0;45.69
SUDESTE;2017-02-21;50796.0;12124.0;23.87
SUL;2017-02-21;20100.0;11075.0;55.1
TELES PIRES;2017-02-21;0.0;0.0;0.0
BELO MONTE;2017-02-22;22.0;16.0;72.73
ITAIPU;2017-02-22;0.0;0.0;0.0
MADEIRA;2017-02-22;290.0;226.0;77.93
NORDESTE;2017-02-22;51809.0;10000.0;19.3
NORTE;2017-02-22;15018.0;5892.0;39.23
PARANA;2017-02-22;152257.0;69396.0;45.58
SUDESTE;2017-02-22;50796.0;12115.0;23.85
SUL;2017-02-22;20100.0;10910.0;54.28
TELES PIRES;2017-02-22;0.0;0.0;0.0
BELO MONTE;2017-02-23;22.0;16.0;72.73
ITAIPU;2017-02-23;0.0;0.0;0.0
MADEIRA;2017-02-23;290.0;232.0;80.0
NORDESTE;2017-02-23;51809.0;10065.0;19.43
NORTE;2017-02-23;15018.0;6057.0;40.33
PARANA;2017-02-23;152257.0;69166.0;45.43
SUDESTE;2017-02-23;50796.0;12105.0;23.83
SUL;2017-02-23;20100.0;10757.0;53.52
TELES PIRES;2017-02-23;0.0;0.0;0.0
BELO MONTE;2017-02-24;22.0;17.0;77.27
ITAIPU;2017-02-24;0.0;0.0;0.0
MADEIRA;2017-02-24;290.0;239.0;82.41
NORDESTE;2017-02-24;51809.0;10168.0;19.63
NORTE;2017-02-24;15018.0;6242.0;41.56
PARANA;2017-02-24;152257.0;69021.0;45.33
SUDESTE;2017-02-24;50796.0;12126.0;23.87
SUL;2017-02-24;20100.0;10602.0;52.75
TELES PIRES;2017-02-24;0.0;0.0;0.0
BELO MONTE;2017-02-25;22.0;17.0;77.27
ITAIPU;2017-02-25;0.0;0.0;0.0
MADEIRA;2017-02-25;290.0;246.0;84.83
NORDESTE;2017-02-25;51809.0;10272.0;19.83
NORTE;2017-02-25;15018.0;6434.0;42.84
PARANA;2017-02-25;152257.0;69162.0;45.42
SUDESTE;2017-02-25;50796.0;12142.0;23.9
SUL;2017-02-25;20100.0;10524.0;52.36
TELES PIRES;2017-02-25;0.0;0.0;0.0
BELO MONTE;2017-02-26;22.0;17.0;77.27
ITAIPU;2017-02-26;0.0;0.0;0.0
MADEIRA;2017-02-26;290.0;255.0;87.93
NORDESTE;2017-02-26;51809.0;10376.0;20.03
NORTE;2017-02-26;15018.0;6673.0;44.43
PARANA;2017-02-26;152257.0;69422.0;45.6
SUDESTE;2017-02-26;50796.0;12156.0;23.93
SUL;2017-02-26;20100.0;10511.0;52.29
TELES PIRES;2017-02-26;0.0;0.0;0.0
BELO MONTE;2017-02-27;22.0;18.0;81.82
ITAIPU;2017-02-27;0.0;0.0;0.0
MADEIRA;2017-02-27;290.0;264.0;91.03
NORDESTE;2017-02-27;51809.0;10515.0;20.3
NORTE;2017-02-27;15018.0;6883.0;45.83
PARANA;2017-02-27;152257.0;69475.0;45.63
SUDESTE;2017-02-27;50796.0;12165.0;23.95
SUL;2017-02-27;20100.0;10451.0;52.0
TELES PIRES;2017-02-27;0.0;0.0;0.0
BELO MONTE;2017-02-28;22.0;18.0;81.82
