nom_ree;ear_data;ear_max_ree;ear_verif_ree_mwmes;ear_verif_ree_percentual
PARANAPANEMA;2019-01-14;11833.214;2873.007;24.2792
SUDESTE;2019-01-14;50313.666;11448.161;22.7536
SUL;2019-01-14;9447.43;5968.801;63.1791
TELES PIRES;2019-01-14;0.0;0.0;0.0
BELO MONTE;2019-01-15;27.275;16.187;59.3474
IGUACU;2019-01-15;9968.53;4134.442;41.4749
ITAIPU;2019-01-15;0.0;0.0;0.0
MADEIRA;2019-01-15;316.575;278.626;88.0126
MANAUS-AMAPA;2019-01-15;776.495;309.56;39.8663
NORDESTE;2019-01-15;51602.071;21353.682;41.3814
NORTE;2019-01-15;14361.117;3877.195;26.9979
PARANA;2019-01-15;140228.485;42930.19;30.6145
PARANAPANEMA;2019-01-15;11833.214;2826.271;23.8842
SUDESTE;2019-01-15;50313.666;11429.854;22.7172
SUL;2019-01-15;9447.43;5906.328;62.5178
TELES PIRES;2019-01-15;0.0;0.0;0.0
BELO MONTE;2019-01-16;27.275;16.544;60.6563
IGUACU;2019-01-16;9968.53;4068.503;40.8135
ITAIPU;2019-01-16;0.0;0.0;0.0
MADEIRA;2019-01-16;316.575;275.131;86.9086
MANAUS-AMAPA;2019-01-16;776.495;311.018;40.0541
NORDESTE;2019-01-16;51602.071;21518.401;41.7007
NORTE;2019-01-16;14361.117;3921.573;27.3069
PARANA;2019-01-16;140228.485;42689.668;30.4429
PARANAPANEMA;2019-01-16;11833.214;2768.422;23.3954
SUDESTE;2019-01-16;50313.666;11402.243;22.6623
SUL;2019-01-16;9447.43;5871.656;62.1508
TELES PIRES;2019-01-16;0.0;0.0;0.0
BELO MONTE;2019-01-17;27.275;17.066;62.5701
IGUACU;2019-01-17;9968.53;3991.784;40.0439
ITAIPU;2019-01-17;0.0;0.0;0.0
MADEIRA;2019-01-17;316.575;272.423;86.0532
MANAUS-AMAPA;2019-01-17;776.495;312.476;40.2419
NORDESTE;2019-01-17;51602.071;21637.03;41.9305
NORTE;2019-01-17;14361.117;3957.983;27.5604
PARANA;2019-01-17;140228.485;42465.454;30.283
PARANAPANEMA;2019-01-17;11833.214;2716.375;22.9555
SUDESTE;2019-01-17;50313.666;11378.532;22.6152
SUL;2019-01-17;9447.43;5849.379;61.915
TELES PIRES;2019-01-17;0.0;0.0;0.0
BELO MONTE;2019-01-18;27.275;17.758;65.1072
IGUACU;2019-01-18;9968.53;3924.887;39.3728
ITAIPU;2019-01-18;0.0;0.0;0.0
MADEIRA;2019-01-18;316.575;273.1;86.2671
MANAUS-AMAPA;2019-01-18;776.495;314.012;40.4397
NORDESTE;2019-01-18;51602.071;21734.811;42.12
NORTE;2019-01-18;14361.117;4008.224;27.9103
PARANA;2019-01-18;140228.485;42373.909;30.2178
PARANAPANEMA;2019-01-18;11833.214;2670.012;22.5637
SUDESTE;2019-01-18;50313.666;11371.094;22.6004
SUL;2019-01-18;9447.43;5835.578;61.7689
TELES PIRES;2019-01-18;0.0;0.0;0.0
BELO MONTE;2019-01-19;27.275;18.799;68.9239
IGUACU;2019-01-19;9968.53;3908.673;39.2101
ITAIPU;2019-01-19;0.0;0.0;0.0
MADEIRA;2019-01-19;316.575;275.781;87.114
MANAUS-AMAPA;2019-01-19;776.495;315.472;40.6277
NORDESTE;2019-01-19;51602.071;21807.84;42.2616
NORTE;2019-01-19;14361.117;4061.263;28.2796
PARANA;2019-01-19;140228.485;42072.454;30.0028
PARANAPANEMA;2019-01-19;11833.214;2623.773;22.173
SUDESTE;2019-01-19;50313.666;11395.381;22.6487
SUL;2019-01-19;9447.43;5916.446;62.6249
TELES PIRES;2019-01-19;0.0;0.0;0.0
BELO MONTE;2019-01-20;27.275;20.108;73.7232
IGUACU;2019-01-20;9968.53;3961.178;39.7368
ITAIPU;2019-01-20;0.0;0.0;0.0
MADEIRA;2019-01-20;316.575;277.815;87.7565
MANAUS-AMAPA;2019-01-20;776.495;316.932;40.8157
NORDESTE;2019-01-20;51602.071;21877.876;42.3973
NORTE;2019-01-20;14361.117;4124.836;28.7223
PARANA;2019-01-20;140228.485;42092.751;30.0173
PARANAPANEMA;2019-01-20;11833.214;2600.643;21.9775
SUDESTE;2019-01-20;50313.666;11418.168;22.694
SUL;2019-01-20;9447.43;6010.499;63.6205
TELES PIRES;2019-01-20;0.0;0.0;0.0
BELO MONTE;2019-01-21;27.275;21.588;79.1494
IGUACU;2019-01-21;9968.53;3923.058;39.3544
ITAIPU;2019-01-21;0.0;0.0;0.0
MADEIRA;2019-01-21;316.575;274.587;86.7368
MANAUS-AMAPA;2019-01-21;776.495;318.393;41.0039
NORDESTE;2019-01-21;51602.071;21918.916;42.4768
NORTE;2019-01-21;14361.117;4161.604;28.9783
PARANA;2019-01-21;140228.485;41811.361;29.8166
PARANAPANEMA;2019-01-21;11833.214;2562.509;21.6552
SUDESTE;2019-01-21;50313.666;11406.297;22.6704
SUL;2019-01-21;9447.43;6040.608;63.9392
TELES PIRES;2019-01-21;0.0;0.0;0.0
BELO MONTE;2019-01-22;27.275;23.126;84.7883
IGUACU;2019-01-22;9968.53;3857.285;38.6946
ITAIPU;2019-01-22;0.0;0.0;0.0
MADEIRA;2019-01-22;316.575;272.007;85.9218
MANAUS-AMAPA;2019-01-22;776.495;319.932;41.2021
NORDESTE;2019-01-22;51602.071;21953.883;42.5446
NORTE;2019-01-22;14361.117;4120.219;28.6901
PARANA;2019-01-22;140228.485;41606.939;29.6708
PARANAPANEMA;2019-01-22;11833.214;2536.507;21.4355
SUDESTE;2019-01-22;50313.666;11379.016;22.6162
SUL;2019-01-22;9447.43;6020.098;63.7221
TELES PIRES;2019-01-22;0.0;0.0;0.0
BELO MONTE;2019-01-23;27.275;24.715;90.6141
IGUACU;2019-01-23;9968.53;3775.685;37.876
ITAIPU;2019-01-23;0.0;0.0;0.0
MADEIRA;2019-01-23;316.575;271.071;85.6262
MANAUS-AMAPA;2019-01-23;776.495;319.932;41.2021
NORDESTE;2019-01-23;51602.071;21991.543;42.6176
NORTE;2019-01-23;14361.117;4049.329;28.1965
PARANA;2019-01-23;140228.485;41380.826;29.5096
PARANAPANEMA;2019-01-23;11833.214;2499.921;21.1263
SUDESTE;2019-01-23;50313.666;11343.752;22.5461
SUL;2019-01-23;9447.43;5987.841;63.3806
TELES PIRES;2019-01-23;0.0;0.0;0.0
BELO MONTE;2019-01-24;27.275;26.084;95.6334
IGUACU;2019-01-24;9968.53;3694.944;37.0661
ITAIPU;2019-01-24;0.0;0.0;0.0
MADEIRA;2019-01-24;316.575;273.233;86.3091
MANAUS-AMAPA;2019-01-24;776.495;319.932;41.2021
NORDESTE;2019-01-24;51602.071;22025.842;42.684
NORTE;2019-01-24;14361.117;4026.055;28.0344
PARANA;2019-01-24;140228.485;41258.142;29.4221
PARANAPANEMA;2019-01-24;11833.214;2475.001;20.9157
SUDESTE;2019-01-24;50313.666;11307.066;22.4732
SUL;2019-01-24;9447.43;5958.727;63.0725
TELES PIRES;2019-01-24;0.0;0.0;0.0
BELO MONTE;2019-01-25;27.275;26.678;97.8112
IGUACU;2019-01-25;9968.53;3633.253;36.4472
ITAIPU;2019-01-25;0.0;0.0;0.0
MADEIRA;2019-01-25;316.575;273.487;86.3893
MANAUS-AMAPA;2019-01-25;776.495;319.932;41.2021
NORDESTE;2019-01-25;51602.071;22016.024;42.665
NORTE;2019-01-25;14361.117;4024.414;28.023
PARANA;2019-01-25;140228.485;41151.521;29.346
PARANAPANEMA;2019-01-25;11833.214;2458.997;20.7805
SUDESTE;2019-01-25;50313.666;11314.096;22.4871
SUL;2019-01-25;9447.43;5893.21;62.379
TELES PIRES;2019-01-25;0.0;0.0;0.0
BELO MONTE;2019-01-26;27.275;26.875;98.5335
IGUACU;2019-01-26;9968.53;3623.047;36.3448
ITAIPU;2019-01-26;0.0;0.0;0.0
MADEIRA;2019-01-26;316.575;274.424;86.6853
MANAUS-AMAPA;2019-01-26;776.495;319.932;41.2021
NORDESTE;2019-01-26;51602.071;21977.755;42.5908
NORTE;2019-01-26;14361.117;4039.076;28.1251
PARANA;2019-01-26;140228.485;41151.67;29.3462
PARANAPANEMA;2019-01-26;11833.214;2440.407;20.6234
SUDESTE;2019-01-26;50313.666;11355.842;22.5701
SUL;2019-01-26;9447.43;5868.424;62.1166
TELES PIRES;2019-01-26;0.0;0.0;0.0
BELO MONTE;2019-01-27;27.275;26.744;98.0532
IGUACU;2019-01-27;9968.53;3616.786;36.282
ITAIPU;2019-01-27;0.0;0.0;0.0
MADEIRA;2019-01-27;316.575;276.688;87.4005
MANAUS-AMAPA;2019-01-27;776.495;319.932;41.2021
NORDESTE;2019-01-27;51602.071;21917.696;42.4745
NORTE;2019-01-27;14361.117;4153.364;28.9209
PARANA;2019-01-27;140228.485;41242.476;29.4109
PARANAPANEMA;2019-01-27;11833.214;2427.179;20.5116
SUDESTE;2019-01-27;50313.666;11383.542;22.6251
SUL;2019-01-27;9447.43;5862.803;62.0571
TELES PIRES;2019-01-27;0.0;0.0;0.0
BELO MONTE;2019-01-28;27.275;26.545;97.3236
IGUACU;2019-01-28;9968.53;3533.713;35.4487
ITAIPU;2019-01-28;0.0;0.0;0.0
MADEIRA;2019-01-28;316.575;277.203;87.5631
MANAUS-AMAPA;2019-01-28;776.495;319.932;41.2021
NORDESTE;2019-01-28;51602.071;21837.559;42.3192
NORTE;2019-01-28;14361.117;4204.438;29.2765
PARANA;2019-01-28;140228.485;41060.607;29.2812
PARANAPANEMA;2019-01-28;11833.214;2383.469;20.1422
SUDESTE;2019-01-28;50313.666;11391.381;22.6407
SUL;2019-01-28;9447.43;5782.879;61.2111
TELES PIRES;2019-01-28;0.0;0.0;0.0
BELO MONTE;2019-01-29;27.275;26.346;96.594
IGUACU;2019-01-29;9968.53;3436.409;34.4726
ITAIPU;2019-01-29;0.0;0.0;0.0
MADEIRA;2019-01-29;316.575;277.196;87.5609
MANAUS-AMAPA;2019-01-29;776.495;319.932;41.2021
NORDESTE;2019-01-29;51602.071;21788.642;42.2244
NORTE;2019-01-29;14361.117;4242.231;29.5397
PARANA;2019-01-29;140228.485;40887.03;29.1574
PARANAPANEMA;2019-01-29;11833.214;2358.1;19.9278
SUDESTE;2019-01-29;50313.666;11382.813;22.6237
SUL;2019-01-29;9447.43;5673.967;60.0583
TELES PIRES;2019-01-29;0.0;0.0;0.0
BELO MONTE;2019-01-30;27.275;26.15;95.8753
IGUACU;2019-01-30;9968.53;3340.274;33.5082
ITAIPU;2019-01-30;0.0;0.0;0.0
MADEIRA;2019-01-30;316.575;276.329;87.2871
MANAUS-AMAPA;2019-01-30;776.495;319.932;41.2021
NORDESTE;2019-01-30;51602.071;21785.537;42.2183
NORTE;2019-01-30;14361.117;4258.359;29.652
PARANA;2019-01-30;140228.485;40714.249;29.0342
PARANAPANEMA;2019-01-30;11833.214;2320.083;19.6065
SUDESTE;2019-01-30;50313.666;11341.193;22.541
SUL;2019-01-30;9447.43;5558.798;58.8393
TELES PIRES;2019-01-30;0.0;0.0;0.0
BELO MONTE;2019-01-31;27.275;25.951;95.1457
IGUACU;2019-01-31;9968.53;3232.883;32.4309
ITAIPU;2019-01-31;0.0;0.0;0.0
MADEIRA;2019-01-31;316.575;278.172;87.8692
MANAUS-AMAPA;2019-01-31;776.495;319.932;41.2021
NORDESTE;2019-01-31;51602.071;21763.062;42.1748
NORTE;2019-01-31;14361.117;4299.648;29.9395
PARANA;2019-01-31;140228.485;40452.867;28.8478
PARANAPANEMA;2019-01-31;11833.214;2275.732;19.2317
SUDESTE;2019-01-31;50313.666;11292.098;22.4434
SUL;2019-01-31;9447.43;5439.258;57.5739
TELES PIRES;2019-01-31;0.0;0.0;0.0
BELO MONTE;2019-02-01;27.275;25.624;93.9468
IGUACU;2019-02-01;9968.53;3127.308;31.3718
ITAIPU;2019-02-01;0.0;0.0;0.0
MADEIRA;2019-02-01;316.575;280.694;88.6659
MANAUS-AMAPA;2019-02-01;776.495;319.932;41.2021
NORDESTE;2019-02-01;51602.071;21754.938;42.159
NORTE;2019-02-01;14361.117;4355.795;30.3305
PARANA;2019-02-01;140228.485;40159.246;28.6384
PARANAPANEMA;2019-02-01;11833.214;2227.487;18.824
SUDESTE;2019-02-01;50313.666;11242.695;22.3452
SUL;2019-02-01;9447.43;5329.048;56.4074
TELES PIRES;2019-02-01;0.0;0.0;0.0
BELO MONTE;2019-02-02;27.275;25.297;92.7479
IGUACU;2019-02-02;9968.53;3045.833;30.5545
ITAIPU;2019-02-02;0.0;0.0;0.0
MADEIRA;2019-02-02;316.575;282.647;89.2828
MANAUS-AMAPA;2019-02-02;776.495;319.932;41.2021
NORDESTE;2019-02-02;51602.071;21741.133;42.1323
NORTE;2019-02-02;14361.117;4431.165;30.8553
PARANA;2019-02-02;140228.485;40065.934;28.5719
PARANAPANEMA;2019-02-02;11833.214;2199.571;18.5881
SUDESTE;2019-02-02;50313.666;11201.118;22.2626
SUL;2019-02-02;9447.43;5277.073;55.8572
TELES PIRES;2019-02-02;0.0;0.0;0.0
BELO MONTE;2019-02-03;27.275;25.103;92.0367
IGUACU;2019-02-03;9968.53;2971.61;29.8099
ITAIPU;2019-02-03;0.0;0.0;0.0
MADEIRA;2019-02-03;316.575;285.04;90.0387
MANAUS-AMAPA;2019-02-03;776.495;319.932;41.2021
NORDESTE;2019-02-03;51602.071;21750.578;42.1506
NORTE;2019-02-03;14361.117;4497.612;31.318
PARANA;2019-02-03;140228.485;40116.914;28.6082
PARANAPANEMA;2019-02-03;11833.214;2172.928;18.363
SUDESTE;2019-02-03;50313.666;11195.601;22.2516
SUL;2019-02-03;9447.43;5264.424;55.7233
TELES PIRES;2019-02-03;0.0;0.0;0.0
BELO MONTE;2019-02-04;27.275;25.234;92.517
IGUACU;2019-02-04;9968.53;2887.767;28.9688
ITAIPU;2019-02-04;0.0;0.0;0.0
MADEIRA;2019-02-04;316.575;285.407;90.1546
MANAUS-AMAPA;2019-02-04;776.495;319.932;41.2021
NORDESTE;2019-02-04;51602.071;21737.074;42.1244
NORTE;2019-02-04;14361.117;4509.754;31.4025
PARANA;2019-02-04;140228.485;39883.135;28.4415
PARANAPANEMA;2019-02-04;11833.214;2141.236;18.0951
SUDESTE;2019-02-04;50313.666;11267.504;22.3945
SUL;2019-02-04;9447.43;5234.603;55.4077
TELES PIRES;2019-02-04;0.0;0.0;0.0
BELO MONTE;2019-02-05;27.275;25.624;93.9468
IGUACU;2019-02-05;9968.53;2836.163;28.4512
ITAIPU;2019-02-05;0.0;0.0;0.0
MADEIRA;2019-02-05;316.575;286.476;90.4923
MANAUS-AMAPA;2019-02-05;776.495;319.932;41.2021
NORDESTE;2019-02-05;51602.071;21711.658;42.0752
NORTE;2019-02-05;14361.117;4502.7;31.3534
PARANA;2019-02-05;140228.485;39747.736;28.345
PARANAPANEMA;2019-02-05;11833.214;2112.09;17.8488
SUDESTE;2019-02-05;50313.666;11266.236;22.392
SUL;2019-02-05;9447.43;5186.577;54.8993
TELES PIRES;2019-02-05;0.0;0.0;0.0
BELO MONTE;2019-02-06;27.275;26.017;95.3877
IGUACU;2019-02-06;9968.53;2826.468;28.3539
ITAIPU;2019-02-06;0.0;0.0;0.0
MADEIRA;2019-02-06;316.575;284.728;89.9401
MANAUS-AMAPA;2019-02-06;776.495;319.932;41.2021
NORDESTE;2019-02-06;51602.071;21755.506;42.1601
NORTE;2019-02-06;14361.117;4491.009;31.272
PARANA;2019-02-06;140228.485;39678.183;28.2954
PARANAPANEMA;2019-02-06;11833.214;2080.779;17.5842
SUDESTE;2019-02-06;50313.666;11309.432;22.4779
SUL;2019-02-06;9447.43;5145.319;54.4626
TELES PIRES;2019-02-06;0.0;0.0;0.0
BELO MONTE;2019-02-07;27.275;26.412;96.8359
IGUACU;2019-02-07;9968.53;2784.508;27.933
ITAIPU;2019-02-07;0.0;0.0;0.0
MADEIRA;2019-02-07;316.575;285.12;90.064
MANAUS-AMAPA;2019-02-07;776.495;321.394;41.3904
NORDESTE;2019-02-07;51602.071;21760.024;42.1689
NORTE;2019-02-07;14361.117;4521.044;31.4811
PARANA;2019-02-07;140228.485;39652.014;28.2767
PARANAPANEMA;2019-02-07;11833.214;2052.881;17.3485
SUDESTE;2019-02-07;50313.666;11345.311;22.5492
SUL;2019-02-07;9447.43;5080.82;53.7799
TELES PIRES;2019-02-07;0.0;0.0;0.0
BELO MONTE;2019-02-08;27.275;26.875;98.5335
IGUACU;2019-02-08;9968.53;2724.747;27.3335
ITAIPU;2019-02-08;0.0;0.0;0.0
MADEIRA;2019-02-08;316.575;287.803;90.9115
MANAUS-AMAPA;2019-02-08;776.495;322.934;41.5887
NORDESTE;2019-02-08;51602.071;21834.564;42.3133
NORTE;2019-02-08;14361.117;4582.585;31.9097
PARANA;2019-02-08;140228.485;39600.964;28.2403
PARANAPANEMA;2019-02-08;11833.214;2028.981;17.1465
SUDESTE;2019-02-08;50313.666;11358.075;22.5745
SUL;2019-02-08;9447.43;5006.043;52.9884
TELES PIRES;2019-02-08;0.0;0.0;0.0
BELO MONTE;2019-02-09;27.275;27.075;99.2667
IGUACU;2019-02-09;9968.53;2682.544;26.9101
ITAIPU;2019-02-09;0.0;0.0;0.0
MADEIRA;2019-02-09;316.575;287.961;90.9614
MANAUS-AMAPA;2019-02-09;776.495;324.398;41.7772
NORDESTE;2019-02-09;51602.071;21897.167;42.4347
NORTE;2019-02-09;14361.117;4675.544;32.557
PARANA;2019-02-09;140228.485;39718.68;28.3243
PARANAPANEMA;2019-02-09;11833.214;2002.056;16.919
SUDESTE;2019-02-09;50313.666;11389.838;22.6377
SUL;2019-02-09;9447.43;4947.639;52.3702
TELES PIRES;2019-02-09;0.0;0.0;0.0
BELO MONTE;2019-02-10;27.275;26.744;98.0532
IGUACU;2019-02-10;9968.53;2679.156;26.8761
ITAIPU;2019-02-10;0.0;0.0;0.0
MADEIRA;2019-02-10;316.575;287.441;90.7971
MANAUS-AMAPA;2019-02-10;776.495;325.862;41.9658
NORDESTE;2019-02-10;51602.071;21815.246;42.2759
NORTE;2019-02-10;14361.117;4825.941;33.6042
PARANA;2019-02-10;140228.485;39958.722;28.4954
PARANAPANEMA;2019-02-10;11833.214;1976.341;16.7016
SUDESTE;2019-02-10;50313.666;11414.589;22.6869
SUL;2019-02-10;9447.43;4918.773;52.0647
TELES PIRES;2019-02-10;0.0;0.0;0.0
BELO MONTE;2019-02-11;27.275;26.412;96.8359
IGUACU;2019-02-11;9968.53;2600.466;26.0868
ITAIPU;2019-02-11;0.0;0.0;0.0
