ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2019;12;970;2019-12-21;2019-12-27;195.13;195.13;195.13;195.13
2019;12;971;2019-12-28;2020-01-03;290.33;290.33;290.33;290.33
2020;1;972;2020-01-04;2020-01-10;368.51;368.51;368.51;368.51
2020;1;973;2020-01-11;2020-01-17;268.32;268.32;268.32;268.32
2020;1;974;2020-01-18;2020-01-24;355.42;355.42;355.42;355.42
2020;1;975;2020-01-25;2020-01-31;333;333;332.28;332.28
2020;2;976;2020-02-01;2020-02-07;190.96;191.01;190.96;190.96
2020;2;977;2020-02-08;2020-02-14;150.67;174.24;150.67;149.89
2020;2;978;2020-02-15;2020-02-21;146.13;171.14;144.93;132.63
2020;2;979;2020-02-22;2020-02-28;143.85;180.77;125.8;39.68
2020;2;980;2020-02-29;2020-03-06;58.6;66.78;58.6;57.34
2020;3;981;2020-03-07;2020-03-13;86.62;158.2;84.67;39.68
2020;3;982;2020-03-14;2020-03-20;100.86;224.12;98.97;39.68
2020;3;983;2020-03-21;2020-03-27;101.98;201.83;39.68;39.68
2020;3;984;2020-03-28;2020-04-03;39.68;39.68;39.68;39.68
2020;4;985;2020-04-04;2020-04-10;39.68;39.68;39.68;39.68
2020;4;986;2020-04-11;2020-04-17;39.68;39.68;39.68;39.68
2020;4;987;2020-04-18;2020-04-24;39.68;39.68;39.68;39.68
2020;4;988;2020-04-25;2020-05-01;39.68;39.68;39.68;39.68
2020;5;989;2020-05-02;2020-05-08;53.85;53.85;39.68;39.68
2020;5;990;2020-05-09;2020-05-15;61.33;61.33;39.68;39.68
2020;5;991;2020-05-16;2020-05-22;78.88;78.88;39.68;39.68
2020;5;992;2020-05-23;2020-05-29;91.41;91.41;39.68;39.68
2020;5;993;2020-05-30;2020-06-05;104.09;104.09;39.68;39.68
2020;6;994;2020-06-06;2020-06-12;114.92;114.92;39.68;39.68
2020;6;995;2020-06-13;2020-06-19;127.68;127.68;86.21;86.21
2020;6;996;2020-06-20;2020-06-26;117.82;117.82;89.07;89.07
2020;6;997;2020-06-27;2020-07-03;96.57;96.57;90.69;94.82
2020;7;998;2020-07-04;2020-07-10;83.69;83.69;83.69;83.69
2020;7;999;2020-07-11;2020-07-17;85.45;85.45;85.35;85.45
2020;7;1000;2020-07-18;2020-07-24;90.32;90.32;89.9;90.32
2020;7;1001;2020-07-25;2020-07-31;93.25;93.25;80.93;93.25
2020;8;1002;2020-08-01;2020-08-07;92.98;92.98;73.03;92.98
2020;8;1003;2020-08-08;2020-08-14;103.18;103.18;76.71;103.18
2020;8;1004;2020-08-15;2020-08-21;94.16;94.16;73.86;94.16
2020;8;1005;2020-08-22;2020-08-28;58.27;58.27;56.82;58.27
2020;8;1006;2020-08-29;2020-09-04;66.89;66.89;51.88;66.89
2020;9;1007;2020-09-05;2020-09-11;76.24;76.24;55.23;76.24
2020;9;1008;2020-09-12;2020-09-18;88.98;88.98;63.42;88.98
2020;9;1009;2020-09-19;2020-09-25;105.54;105.54;68.71;105.54
2020;9;1010;2020-09-26;2020-10-02;172.67;172.67;160.33;172.67
2020;10;1011;2020-10-03;2020-10-09;261.89;261.89;164.86;261.89
2020;10;1012;2020-10-10;2020-10-16;281.43;281.43;170.66;281.43
2020;10;1013;2020-10-17;2020-10-23;315.94;315.94;219.01;315.94
2020;10;1014;2020-10-24;2020-10-30;317.03;317.03;185.11;317.03
2020;10;1015;2020-10-31;2020-11-06;370.77;370.77;150.6;370.77
2020;11;1016;2020-11-07;2020-11-13;559.75;559.75;196.76;559.75
2020;11;1017;2020-11-14;2020-11-20;476.59;476.59;276.71;476.59
2020;11;1018;2020-11-21;2020-11-27;559.75;559.75;196.29;559.75
2020;11;1019;2020-11-28;2020-12-04;559.75;559.75;559.75;559.75
2020;12;1020;2020-12-05;2020-12-11;210.74;210.74;200.33;210.74
2020;12;1021;2020-12-12;2020-12-18;264.24;264.24;264.24;264.24
2020;12;1022;2020-12-19;2020-12-25;198.36;198.36;197.79;198.36
2020;12;1023;2020-12-26;2021-01-01;220.89;220.89;220.89;220.89
2021;1;1024;2021-01-02;2021-01-08;297.43;297.43;291.83;297.43
2021;1;1025;2021-01-09;2021-01-15;306.12;306.12;306.11;306.11
2021;1;1026;2021-01-16;2021-01-22;215.56;214.3;214.19;214.29
2021;1;1027;2021-01-23;2021-01-29;184.35;178.85;178.41;178.81
2021;1;1028;2021-01-30;2021-02-05;152.1;141.53;146.43;146.43
2021;2;1029;2021-02-06;2021-02-12;170.45;169.7;170.42;170.42
2021;2;1030;2021-02-13;2021-02-19;173.37;173.36;173.51;173.37
2021;2;1031;2021-02-20;2021-02-26;184.15;184.44;184.05;184.03
2021;2;1032;2021-02-27;2021-03-05;119.64;123.01;63.42;61.47
2021;3;1033;2021-03-06;2021-03-12;70.71;71.37;60.03;52.49
2021;3;1034;2021-03-13;2021-03-19;117.4;118.38;85.41;54.41
2021;3;1035;2021-03-20;2021-03-26;126.23;127.56;83.98;49.77
2021;3;1036;2021-03-27;2021-04-02;99.96;100.28;88.19;56.42
2021;4;1037;2021-04-03;2021-04-09;125.43;126.8;50.03;49.77
2021;4;1038;2021-04-10;2021-04-16;108.77;115.38;66.47;49.77
2021;4;1039;2021-04-17;2021-04-23;161.94;165.53;133.06;115.01
2021;4;1040;2021-04-24;2021-04-30;146.95;153.74;109.19;102.38
2021;5;1041;2021-05-01;2021-05-07;207.05;239.8;149.74;146.5
2021;5;1042;2021-05-08;2021-05-14;191.8;192.04;151.85;153.01
2021;5;1043;2021-05-15;2021-05-21;230.39;230.41;207.93;207.96
2021;5;1044;2021-05-22;2021-05-28;231.73;231.73;221.99;222.99
2021;5;1045;2021-05-29;2021-06-04;252.82;252.82;250.52;250.77
2021;6;1046;2021-06-05;2021-06-11;276.15;276.15;271.74;273.07
2021;6;1047;2021-06-12;2021-06-18;284.47;284.47;282.85;284.28
2021;6;1048;2021-06-19;2021-06-25;321.3;321.3;293.7;320.69
2021;6;1049;2021-06-26;2021-07-02;583.88;583.88;583.88;583.88
2021;7;1050;2021-07-03;2021-07-09;583.88;583.88;583.88;583.88
2021;7;1051;2021-07-10;2021-07-16;583.88;583.88;583.88;583.88
2021;7;1052;2021-07-17;2021-07-23;583.88;583.88;583.88;583.88
2021;7;1053;2021-07-24;2021-07-30;583.88;583.88;583.88;583.88
2021;7;1054;2021-07-31;2021-08-06;583.88;583.88;583.88;583.88
2021;8;1055;2021-08-07;2021-08-13;583.88;583.88;583.88;583.88
2021;8;1056;2021-08-14;2021-08-20;583.88;583.88;583.88;583.88
2021;8;1057;2021-08-21;2021-08-27;583.88;583.88;583.88;583.88
2021;8;1058;2021-08-28;2021-09-03;583.88;583.88;583.88;583.88
2021;9;1059;2021-09-04;2021-09-10;583.88;583.88;583.88;583.88
2021;9;1060;2021-09-11;2021-09-17;583.88;583.88;583.88;583.88
2021;9;1061;2021-09-18;2021-09-24;583.88;583.88;583.88;583.88
2021;9;1062;2021-09-25;2021-10-01;549.01;549.01;518.89;549.01
2021;10;1063;2021-10-02;2021-10-08;452.28;452.28;450.72;452.28
2021;10;1064;2021-10-09;2021-10-15;209.43;209.43;209.43;209.43
2021;10;1065;2021-10-16;2021-10-22;177.38;177.38;177.38;177.38
2021;10;1066;2021-10-23;2021-10-29;161.22;161.22;161.22;161.22
2021;10;1067;2021-10-30;2021-11-05;101.07;101.07;101.07;101.07
2021;11;1068;2021-11-06;2021-11-12;107.09;107.09;107.09;107.09
2021;11;1069;2021-11-13;2021-11-19;74.13;74.13;74.01;74.13
2021;11;1070;2021-11-20;2021-11-26;94.1;94.1;94.09;94.1
2021;11;1071;2021-11-27;2021-12-03;50.79;50.79;50.79;50.79
2021;12;1072;2021-12-04;2021-12-10;59.15;59.15;59.15;59.15
2021;12;1073;2021-12-11;2021-12-17;82.26;82.26;82.26;82.26
2021;12;1074;2021-12-18;2021-12-24;66.34;66.34;66.32;66.32
2021;12;1075;2021-12-25;2021-12-31;65.5;65.5;64.59;63.93
2022;1;1076;2022-01-01;2022-01-07;69.7;69.71;61.92;55.73
2022;1;1077;2022-01-08;2022-01-14;57.09;57.11;56.22;55.7
2022;1;1078;2022-01-15;2022-01-21;62.1;62.13;55.7;55.7
2022;1;1079;2022-01-22;2022-01-28;65.82;65.82;55.7;55.7
2022;1;1080;2022-01-29;2022-02-04;55.7;55.7;55.7;55.7
2022;2;1081;2022-02-05;2022-02-11;55.7;55.7;55.7;55.7
2022;2;1082;2022-02-12;2022-02-18;55.7;55.7;55.7;55.7
2022;2;1083;2022-02-19;2022-02-25;55.7;55.7;55.7;55.7
2022;2;1084;2022-02-26;2022-03-04;55.7;55.7;55.7;55.7
2022;3;1085;2022-03-05;2022-03-11;55.7;55.7;55.7;55.7
2022;3;1086;2022-03-12;2022-03-18;55.7;55.7;55.7;55.7
2022;3;1087;2022-03-19;2022-03-25;55.7;55.7;55.7;55.7
2022;3;1088;2022-03-26;2022-04-01;55.7;55.7;55.7;55.7
2022;4;1089;2022-04-02;2022-04-08;55.7;55.7;55.7;55.7
2022;4;1090;2022-04-09;2022-04-15;55.7;55.7;55.7;55.7
2022;4;1091;2022-04-16;2022-04-22;55.7;55.7;55.7;55.7
2022;4;1092;2022-04-23;2022-04-29;55.7;55.7;55.7;55.7
2022;4;1093;2022-04-30;2022-05-06;55.7;55.7;55.7;55.7
2022;5;1094;2022-05-07;2022-05-13;55.7;55.7;55.7;55.7
2022;5;1095;2022-05-14;2022-05-20;55.7;55.7;55.7;55.7
2022;5;1096;2022-05-21;2022-05-27;55.7;55.7;55.7;55.7
2022;5;1097;2022-05-28;2022-06-03;55.7;55.7;55.7;55.7
2022;6;1098;2022-06-04;2022-06-10;55.76;55.76;55.76;55.76
2022;6;1099;2022-06-11;2022-06-17;55.7;55.7;55.7;55.7
2022;6;1100;2022-06-18;2022-06-24;55.7;55.7;55.7;55.7
2022;6;1101;2022-06-25;2022-07-01;55.7;55.7;55.7;55.7
2022;7;1102;2022-07-02;2022-07-08;57.17;57.17;57.16;57.17
2022;7;1103;2022-07-09;2022-07-15;59;59;59;59
2022;7;1104;2022-07-16;2022-07-22;68.82;68.82;68.76;68.82
2022;7;1105;2022-07-23;2022-07-29;71.35;71.35;71.35;71.35
2022;7;1106;2022-07-30;2022-08-05;110.92;110.92;110.9;110.92
2022;8;1107;2022-08-06;2022-08-12;91.03;91.03;91.03;91.03
2022;8;1108;2022-08-13;2022-08-19;69.36;69.36;69.36;69.36
2022;8;1109;2022-08-20;2022-08-26;56.26;56.26;56.26;56.26
2022;8;1110;2022-08-27;2022-09-02;59.93;59.93;59.93;59.93
2022;9;1111;2022-09-03;2022-09-09;55.7;55.7;55.7;55.7
2022;9;1112;2022-09-10;2022-09-16;55.7;55.7;55.7;55.7
2022;9;1113;2022-09-17;2022-09-23;55.7;55.7;55.7;55.7
2022;9;1114;2022-09-24;2022-09-30;55.7;55.7;55.7;55.7
2022;10;1115;2022-10-01;2022-10-07;55.7;55.7;55.7;55.7
2022;10;1116;2022-10-08;2022-10-14;55.7;55.7;55.7;55.7
2022;10;1117;2022-10-15;2022-10-21;55.7;55.7;55.7;55.7
2022;10;1118;2022-10-22;2022-10-28;55.7;55.7;55.7;55.7
2022;10;1119;2022-10-29;2022-11-04;55.7;55.7;55.7;55.7
2022;11;1120;2022-11-05;2022-11-11;55.7;55.7;55.7;55.7
2022;11;1121;2022-11-12;2022-11-18;55.7;55.7;55.7;55.7
2022;11;1122;2022-11-19;2022-11-25;55.7;55.7;55.7;55.7
2022;11;1123;2022-11-26;2022-12-02;55.7;55.7;55.7;55.7
2022;12;1124;2022-12-03;2022-12-09;55.7;55.7;55.7;55.7
2022;12;1125;2022-12-10;2022-12-16;55.7;55.7;55.7;55.7
2022;12;1126;2022-12-17;2022-12-23;55.7;55.7;55.7;55.7
2022;12;1127;2022-12-24;2022-12-30;55.7;55.7;55.7;55.7
2022;12;1128;2022-12-31;2023-01-06;67.13;67.13;67.13;67.13
2023;1;1129;2023-01-07;2023-01-13;69.04;69.04;69.04;69.04
2023;1;1130;2023-01-14;2023-01-20;69.04;69.04;69.04;69.04
2023;1;1131;2023-01-21;2023-01-27;69.04;69.04;69.04;69.04
2023;1;1132;2023-01-28;2023-02-03;69.04;69.04;69.04;69.04
2023;2;1133;2023-02-04;2023-02-10;69.04;69.04;69.04;69.04
2023;2;1134;2023-02-11;2023-02-17;69.04;69.04;69.04;69.04
2023;2;1135;2023-02-18;2023-02-24;69.04;69.04;69.04;69.04
2023;2;1136;2023-02-25;2023-03-03;69.04;69.04;69.04;69.04
2023;3;1137;2023-03-04;2023-03-10;69.04;69.04;69.04;69.04
2023;3;1138;2023-03-11;2023-03-17;69.04;69.04;69.04;69.04
2023;3;1139;2023-03-18;2023-03-24;69.04;69.04;69.04;69.04
2023;3;1140;2023-03-25;2023-03-31;69.04;69.04;69.04;69.04
